,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2753,Wylie,33.0362477,-96.5150023,Big Daddy's BBQ,33.022089787913686,-96.45678220074502,BBQ Joint
2754,Wylie,33.0362477,-96.5150023,Dairy Queen,33.00943451854667,-96.54508276179146,Fast Food Restaurant
2755,Wylie,33.0362477,-96.5150023,Orange Leaf Frozen Yogurt,33.00848223295507,-96.57393610378064,Frozen Yogurt Shop
2756,Wylie,33.0362477,-96.5150023,Jimmy John's,33.00713757816086,-96.54967975642649,Sandwich Place
2757,Wylie,33.0362477,-96.5150023,Fuzzy's Taco Shop,33.007056,-96.552338,Mexican Restaurant
2758,Wylie,33.0362477,-96.5150023,Anytime Fitness,33.01394,-96.53876,Gym / Fitness Center
2759,Wylie,33.0362477,-96.5150023,SONIC Drive In,33.009438659418294,-96.54250524938107,Fast Food Restaurant
2760,Wylie,33.0362477,-96.5150023,SONIC Drive In,33.0522171,-96.5672774,Fast Food Restaurant
2761,Wylie,33.0362477,-96.5150023,San Martino Winery,32.98689727348252,-96.46787323769347,Wine Bar
2762,Wylie,33.0362477,-96.5150023,Napoli's Pizza,33.016412307755374,-96.53195656289124,Italian Restaurant
2763,Wylie,33.0362477,-96.5150023,Jhonny's Mexican Restaurant,33.05147755682649,-96.56792794510473,Tex-Mex Restaurant
2764,Wylie,33.0362477,-96.5150023,Dollar Tree,33.022714456517775,-96.51062927090476,Discount Store
2765,Wylie,33.0362477,-96.5150023,Rosa's Tortilla Factory,33.01074773134215,-96.59431938769063,Mexican Restaurant
2766,Wylie,33.0362477,-96.5150023,Starbucks,33.00853,-96.575174,Coffee Shop
2767,Wylie,33.0362477,-96.5150023,Wendy's,33.00702826096727,-96.55455440282822,Fast Food Restaurant
2768,Wylie,33.0362477,-96.5150023,McAlister's Deli,33.01087211032269,-96.58984349228564,Deli / Bodega
2769,Wylie,33.0362477,-96.5150023,Loco Gringo Taco Shack,33.008316,-96.57401,Taco Place
2770,Wylie,33.0362477,-96.5150023,Taco Delight,33.00884090111738,-96.54374948484754,Fast Food Restaurant
2771,Wylie,33.0362477,-96.5150023,Wylie Stadium,33.006548497755574,-96.57227550326441,Football Stadium
2772,Wylie,33.0362477,-96.5150023,Dollar General,33.01470636004434,-96.53464731771967,Discount Store
2773,Wylie,33.0362477,-96.5150023,Murphy USA,33.0233434,-96.5118658,Gas Station
2774,Wylie,33.0362477,-96.5150023,Kohl's,33.011161,-96.587581,Department Store
2775,Wylie,33.0362477,-96.5150023,Golden Chick,33.007625153017955,-96.54568751891652,American Restaurant
2776,Wylie,33.0362477,-96.5150023,Chili's Grill & Bar,33.0080999,-96.5551865,Tex-Mex Restaurant
2777,Wylie,33.0362477,-96.5150023,Dollar General,33.02301825291156,-96.44133744303774,Discount Store
2778,Wylie,33.0362477,-96.5150023,Cowboy Chicken,33.01084774415381,-96.59112233555825,American Restaurant
2779,Wylie,33.0362477,-96.5150023,QuikTrip,33.0117445672763,-96.59145886024238,Convenience Store
2780,Wylie,33.0362477,-96.5150023,Papa Murphy's,33.00706979044235,-96.5498179235518,Pizza Place
2781,Wylie,33.0362477,-96.5150023,PetSmart,33.008944,-96.591691,Pet Store
2782,Wylie,33.0362477,-96.5150023,Walmart,32.99173851879723,-96.5743247581236,Big Box Store
2783,Wylie,33.0362477,-96.5150023,Arby's,33.0081270423248,-96.5563099086285,Fast Food Restaurant
2784,Wylie,33.0362477,-96.5150023,B&B Wylie 12,33.006747,-96.575502,Movie Theater
2785,Wylie,33.0362477,-96.5150023,Home Goods,33.00924257657336,-96.58920930347368,Furniture / Home Store
2786,Wylie,33.0362477,-96.5150023,Target,33.00925323371537,-96.59364409804454,Big Box Store
2787,Wylie,33.0362477,-96.5150023,Kroger Fuel Center,33.010523620293974,-96.5759128332138,Gas Station
2788,Wylie,33.0362477,-96.5150023,Dollar Tree,33.00926572809227,-96.59142722246918,Discount Store
2789,Wylie,33.0362477,-96.5150023,Wingstop,33.00844386582741,-96.57407246593574,Wings Joint
2790,Wylie,33.0362477,-96.5150023,Cotton Patch Cafe,33.01070805625639,-96.59052282571793,American Restaurant
2791,Wylie,33.0362477,-96.5150023,Armadillo Guns,33.06642758767452,-96.44132149886609,Gun Shop
2792,Wylie,33.0362477,-96.5150023,Brookshire's,33.00585262148801,-96.54733434460039,Grocery Store
2793,Wylie,33.0362477,-96.5150023,The Rock Wood Fired Pizza,33.01053512863148,-96.57536528169902,Pizza Place
2794,Wylie,33.0362477,-96.5150023,Starbucks,33.0112,-96.59329,Coffee Shop
2795,Wylie,33.0362477,-96.5150023,IHOP,33.01051594706305,-96.57443609681542,Breakfast Spot
2796,Wylie,33.0362477,-96.5150023,SUBWAY,33.00900426572636,-96.5455055166486,Sandwich Place
2797,Wylie,33.0362477,-96.5150023,LA Fitness,32.9897613807076,-96.5719453359031,Gym / Fitness Center
2798,Wylie,33.0362477,-96.5150023,Dickey's BBQ,33.00097796826864,-96.55595283447404,BBQ Joint
2799,Wylie,33.0362477,-96.5150023,El Rodeo Mexican Restaurant,33.02258816332584,-96.442578536651,Mexican Restaurant
2800,Wylie,33.0362477,-96.5150023,Chase Bank,33.008108863893234,-96.54728572883607,Bank
2801,Wylie,33.0362477,-96.5150023,Dodd Elementary,33.03169840730341,-96.5644647285257,Elementary School
2802,Wylie,33.0362477,-96.5150023,Fitness Express 24,32.987763966709764,-96.57527791998956,Gym
2803,Wylie,33.0362477,-96.5150023,The Brick Tavern,32.987765883423215,-96.57609629064461,Pub
2804,Wylie,33.0362477,-96.5150023,Enterprise Rent-A-Car,32.994283,-96.5744388,Rental Car Location
2805,Wylie,33.0362477,-96.5150023,7-Eleven,32.991445,-96.570368,Convenience Store
2806,Wylie,33.0362477,-96.5150023,Church's Chicken,32.98809824448494,-96.57613027489248,Fried Chicken Joint
2807,Wylie,33.0362477,-96.5150023,SUBWAY,33.02268064681049,-96.4423392340615,Sandwich Place
2808,Wylie,33.0362477,-96.5150023,SONIC Drive In,33.022999334967,-96.4547373430559,Fast Food Restaurant
2809,Wylie,33.0362477,-96.5150023,Sachse Nails & Spa,32.98792833715974,-96.57558474655286,Nail Salon
2810,Wylie,33.0362477,-96.5150023,Insync Exotics,33.0355122060616,-96.49198272913851,Farm
2811,Wylie,33.0362477,-96.5150023,Lavon Tire Service,33.00616854,-96.46130245,Auto Workshop
2812,Wylie,33.0362477,-96.5150023,Lake Lavon,33.10030242465573,-96.5160981138215,Lake
2813,Wylie,33.0362477,-96.5150023,Bridge,33.10100903451531,-96.5201603396819,Sushi Restaurant
2814,Wylie,33.0362477,-96.5150023,Branch Grocery & Bait,33.10185187763838,-96.51763420655445,Convenience Store
2815,Wylie,33.0362477,-96.5150023,Hat Creek Burger Co.,32.990227,-96.57249,Burger Joint
2816,Wylie,33.0362477,-96.5150023,Equest Therapeutic Horsemanship,32.96690332588248,-96.51311721053786,Stables
2817,Arlington,32.7007082,-97.1246912,Krispy Kreme Doughnuts,32.70161154819561,-97.12164943757534,Donut Shop
2818,Arlington,32.7007082,-97.1246912,The Main Street Cafe,32.71084199405078,-97.11341834272565,Diner
2819,Arlington,32.7007082,-97.1246912,Half Price Books,32.70772,-97.115157,Bookstore
2820,Arlington,32.7007082,-97.1246912,Raising Cane's Chicken Fingers,32.6855672690497,-97.13141836033672,Fried Chicken Joint
2821,Arlington,32.7007082,-97.1246912,Total Wine & More,32.679494,-97.1205212,Wine Shop
2822,Arlington,32.7007082,-97.1246912,Vandergriff Park,32.697560543237074,-97.11005958776497,Park
2823,Arlington,32.7007082,-97.1246912,Victoria's Secret,32.680245,-97.129995,Lingerie Store
2824,Arlington,32.7007082,-97.1246912,Costco,32.68328755627715,-97.11237814923412,Warehouse Store
2825,Arlington,32.7007082,-97.1246912,The Cheesecake Factory,32.67924987650043,-97.13088695957315,American Restaurant
2826,Arlington,32.7007082,-97.1246912,Victoria's Secret PINK,32.68408288085641,-97.13255368019362,Lingerie Store
2827,Arlington,32.7007082,-97.1246912,Corner Bakery Cafe,32.68349,-97.134682,Bakery
2828,Arlington,32.7007082,-97.1246912,Barnes & Noble,32.67917771057496,-97.13052491456511,Bookstore
2829,Arlington,32.7007082,-97.1246912,Massage Envy - Arlington Highlands,32.6811528,-97.1100289,Spa
2830,Arlington,32.7007082,-97.1246912,Dino's Subs II,32.70698617645594,-97.09720596938821,Sandwich Place
2831,Arlington,32.7007082,-97.1246912,Starbucks,32.68122,-97.10976,Coffee Shop
2832,Arlington,32.7007082,-97.1246912,Pei Wei,32.679326,-97.132874,Asian Restaurant
2833,Arlington,32.7007082,-97.1246912,QuikTrip,32.68894853820952,-97.11554364200677,Convenience Store
2834,Arlington,32.7007082,-97.1246912,Arlington Highlands,32.68070746081329,-97.10969924926758,Shopping Mall
2835,Arlington,32.7007082,-97.1246912,Panera Bread,32.6815964,-97.1346902,Bakery
2836,Arlington,32.7007082,-97.1246912,The Keg Steakhouse & Bar,32.67948917079258,-97.10886427526759,Steakhouse
2837,Arlington,32.7007082,-97.1246912,Torchy's Tacos,32.68028034187242,-97.10734100081027,Taco Place
2838,Arlington,32.7007082,-97.1246912,World Market,32.6807778225178,-97.10830695928507,Furniture / Home Store
2839,Arlington,32.7007082,-97.1246912,Fork In The Road,32.71459183011326,-97.13149886795361,American Restaurant
2840,Arlington,32.7007082,-97.1246912,P.F. Chang's,32.679087621285106,-97.10977837443352,Chinese Restaurant
2841,Arlington,32.7007082,-97.1246912,Pinkberry,32.679467,-97.106127,Frozen Yogurt Shop
2842,Arlington,32.7007082,-97.1246912,Piranha Killer Sushi,32.68068585356691,-97.10699629883106,Sushi Restaurant
2843,Arlington,32.7007082,-97.1246912,Pho Pasteur Restaurant,32.70705123194147,-97.10890945064847,Vietnamese Restaurant
2844,Arlington,32.7007082,-97.1246912,RaceTrac,32.6914,-97.129505,Gas Station
2845,Arlington,32.7007082,-97.1246912,Chipotle Mexican Grill,32.72220802037494,-97.11525655476862,Mexican Restaurant
2846,Arlington,32.7007082,-97.1246912,la Madeleine French Bakery & Café South Arlington,32.678643,-97.134505,French Restaurant
2847,Arlington,32.7007082,-97.1246912,BJ's Restaurant & Brewhouse,32.67919457835335,-97.11075543900482,American Restaurant
2848,Arlington,32.7007082,-97.1246912,Andalous Mediterranean Grill-Arlington,32.68021542158344,-97.10293045791335,Mediterranean Restaurant
2849,Arlington,32.7007082,-97.1246912,Sushi Domo,32.69148047125046,-97.11538249706346,Sushi Restaurant
2850,Arlington,32.7007082,-97.1246912,Round 1,32.678961646888666,-97.12842280748238,Arcade
2851,Arlington,32.7007082,-97.1246912,Panda House Chinese Restaurant,32.72282850735862,-97.11430361063125,Chinese Restaurant
2852,Arlington,32.7007082,-97.1246912,Sushi Cafe,32.687136952053315,-97.13168515436034,Sushi Restaurant
2853,Arlington,32.7007082,-97.1246912,Nagoya Japanese Restaurant,32.68362747062798,-97.1293047144762,Japanese Restaurant
2854,Arlington,32.7007082,-97.1246912,The Container Store,32.679724199905905,-97.10991241768627,Furniture / Home Store
2855,Arlington,32.7007082,-97.1246912,Thai Basil Leaf,32.72126988159177,-97.11604196865474,Thai Restaurant
2856,Arlington,32.7007082,-97.1246912,Which Wich? Superior Sandwiches,32.68104239991734,-97.1137163008873,Sandwich Place
2857,Arlington,32.7007082,-97.1246912,McAlister's Deli,32.681776778012996,-97.11340615717788,Deli / Bodega
2858,Arlington,32.7007082,-97.1246912,Chuy's,32.679553627389154,-97.10512786501243,Mexican Restaurant
2859,Arlington,32.7007082,-97.1246912,Saltgrass Steakhouse,32.67851836569647,-97.12213541503387,Steakhouse
2860,Arlington,32.7007082,-97.1246912,Charming Charlie,32.68059517224517,-97.10879714987485,Accessories Store
2861,Arlington,32.7007082,-97.1246912,Chick-fil-A,32.6800113,-97.1293565,Fast Food Restaurant
2862,Arlington,32.7007082,-97.1246912,Beirut Rock Cafe,32.72491872540619,-97.11441176549525,Middle Eastern Restaurant
2863,Arlington,32.7007082,-97.1246912,James Avery Artisan Jewelry,32.68087020880566,-97.10910617328605,Jewelry Store
2864,Arlington,32.7007082,-97.1246912,Bethany,32.721704436928874,-97.11516422687787,Asian Restaurant
2865,Arlington,32.7007082,-97.1246912,Jason's Deli,32.67884644783174,-97.11984342483565,Deli / Bodega
2866,Arlington,32.7007082,-97.1246912,Red Robin Gourmet Burgers and Brews,32.67880234780594,-97.10445861436102,Burger Joint
2867,Arlington,32.7007082,-97.1246912,Green's Produce,32.70705194304998,-97.15479519941283,Farmers Market
2868,Arlington,32.7007082,-97.1246912,Rise And Shine,32.709452661387964,-97.13548968890927,Breakfast Spot
2869,Arlington,32.7007082,-97.1246912,Target,32.68409889335653,-97.13603832801509,Big Box Store
2870,Arlington,32.7007082,-97.1246912,The Melting Pot,32.6803616,-97.1067649,Fondue Restaurant
2871,Arlington,32.7007082,-97.1246912,Chick-fil-A,32.669981,-97.1349597,Fast Food Restaurant
2872,Arlington,32.7007082,-97.1246912,Abuelo's Mexican Restaurant,32.678624,-97.121212,Tex-Mex Restaurant
2873,Arlington,32.7007082,-97.1246912,Spec's Wine & Spirits,32.682278850227874,-97.13266460081464,Liquor Store
2874,Arlington,32.7007082,-97.1246912,Jo-Ed's Bomber,32.709251066949264,-97.13867256271313,Sandwich Place
2875,Arlington,32.7007082,-97.1246912,Bed Bath & Beyond,32.67980893324678,-97.1119898557663,Furniture / Home Store
2876,Arlington,32.7007082,-97.1246912,Gloria's Latin Cuisine,32.68143518864039,-97.10911418539634,Latin American Restaurant
2877,Arlington,32.7007082,-97.1246912,Lisa's Chicken,32.70875829551313,-97.13499359241843,Fried Chicken Joint
2878,Arlington,32.7007082,-97.1246912,GameStop,32.67950378877709,-97.12901557233113,Video Game Store
2879,Arlington,32.7007082,-97.1246912,Old Navy,32.6805600463307,-97.11135427671589,Clothing Store
2880,Arlington,32.7007082,-97.1246912,Kincaid's Hamburgers,32.68077829738031,-97.11003608283579,Burger Joint
2881,Arlington,32.7007082,-97.1246912,Rally House Arlington,32.68074629,-97.10765836,Sporting Goods Shop
2882,Arlington,32.7007082,-97.1246912,Cokers BBQ,32.709298052588515,-97.15109170523131,BBQ Joint
2883,Arlington,32.7007082,-97.1246912,New York Eats,32.72503333842883,-97.11328640170746,Halal Restaurant
2884,Arlington,32.7007082,-97.1246912,Starbucks,32.722552,-97.150675,Coffee Shop
2885,Arlington,32.7007082,-97.1246912,Olive Garden,32.67343634869884,-97.13625050982066,Italian Restaurant
2886,Arlington,32.7007082,-97.1246912,In-N-Out Burger,32.67824026735664,-97.12289752083103,Burger Joint
2887,Arlington,32.7007082,-97.1246912,Cold Stone Creamery,32.681291222457986,-97.10969454406681,Ice Cream Shop
2888,Arlington,32.7007082,-97.1246912,Ulta Beauty,32.68007857945995,-97.11143263138518,Cosmetics Shop
2889,Arlington,32.7007082,-97.1246912,SEPHORA,32.680567,-97.129565,Cosmetics Shop
2890,Arlington,32.7007082,-97.1246912,Cracker Barrel Old Country Store,32.67594039442165,-97.15038695549067,American Restaurant
2891,Arlington,32.7007082,-97.1246912,Joe's Pizza Pasta & Subs,32.676847590476,-97.1153971392813,Pizza Place
2892,Arlington,32.7007082,-97.1246912,Cotton Patch Cafe,32.678756876919785,-97.10226148366934,American Restaurant
2893,Arlington,32.7007082,-97.1246912,Old School Pizza & Suds,32.735921076876764,-97.11319521818744,Pizza Place
2894,Arlington,32.7007082,-97.1246912,El Fenix,32.67378908207613,-97.13764866109737,Mexican Restaurant
2895,Arlington,32.7007082,-97.1246912,Firehouse Subs,32.682865,-97.122215,Sandwich Place
2896,Arlington,32.7007082,-97.1246912,Smoothie King,32.683264,-97.114427,Smoothie Shop
2897,Arlington,32.7007082,-97.1246912,Pluckers Wing Bar,32.679716,-97.106062,Wings Joint
2898,Arlington,32.7007082,-97.1246912,India Grill,32.6796905042328,-97.1074090294179,Indian Restaurant
2899,Arlington,32.7007082,-97.1246912,Starbucks,32.67098949478367,-97.13401129384893,Coffee Shop
2900,Arlington,32.7007082,-97.1246912,Twisted Root Burger Co.,32.73531951309515,-97.10404540765697,American Restaurant
2901,Arlington,32.7007082,-97.1246912,Tin Cup,32.73600165969361,-97.1200664126069,Sandwich Place
2902,Arlington,32.7007082,-97.1246912,Babe's Chicken Dinner House,32.738657044093344,-97.10717706092477,Fried Chicken Joint
2903,Arlington,32.7007082,-97.1246912,Nordstrom Rack,32.67869718353023,-97.12823219510659,Clothing Store
2904,Arlington,32.7007082,-97.1246912,Levitt Pavilion,32.735299181816735,-97.10797086297147,Park
2905,Arlington,32.7007082,-97.1246912,Veterans Park,32.70441393105323,-97.16305139379752,Park
2906,Arlington,32.7007082,-97.1246912,Gracie Lane,32.669555315593385,-97.13511595918986,Gift Shop
2907,Arlington,32.7007082,-97.1246912,J. R. Bentley's,32.73545682652579,-97.11138573670807,Pub
2908,Arlington,32.7007082,-97.1246912,Kool Keg,32.7349525152566,-97.10334500039146,Beer Bar
2909,Arlington,32.7007082,-97.1246912,Gyros House,32.73900616217186,-97.11535289786097,Greek Restaurant
2910,Arlington,32.7007082,-97.1246912,Braum's Ice Cream & Burger Restaurant,32.72052,-97.14242,Ice Cream Shop
2911,Arlington,32.7007082,-97.1246912,Saljo's Pizza,32.72168799536275,-97.14459020595474,Pizza Place
2912,Arlington,32.7007082,-97.1246912,IHOP,32.678041264272515,-97.12403090344145,Breakfast Spot
2913,Arlington,32.7007082,-97.1246912,Bone Daddy's House of Smoke,32.6788288044436,-97.10540302494223,BBQ Joint
2914,Arlington,32.7007082,-97.1246912,Shipley Do-Nuts,32.735704,-97.102563,Donut Shop
2915,Arlington,32.7007082,-97.1246912,Nothing Bundt Cakes,32.66491440943537,-97.13347797097413,Bakery
2916,Arlington,32.7007082,-97.1246912,Rudys Country Store BBQ,32.67889685079386,-97.10318952798843,BBQ Joint
2917,Azle,32.8955475,-97.5392304,Brookshire's,32.893799315134636,-97.5389150528181,Grocery Store
2918,Azle,32.8955475,-97.5392304,El Paseo Mexican Restaurant,32.89114819919888,-97.54239728031914,Mexican Restaurant
2919,Azle,32.8955475,-97.5392304,CVS pharmacy,32.89973320608748,-97.54365875113443,Pharmacy
2920,Azle,32.8955475,-97.5392304,RaceTrac,32.908334,-97.544416,Gas Station
2921,Azle,32.8955475,-97.5392304,Whataburger,32.8993805809231,-97.54302219317651,Burger Joint
2922,Azle,32.8955475,-97.5392304,Frenki's Capriccio,32.910744691546924,-97.54306574637292,Italian Restaurant
2923,Azle,32.8955475,-97.5392304,Red's Burger House,32.890822204624584,-97.5431764125824,Burger Joint
2924,Azle,32.8955475,-97.5392304,Taco Casa,32.907607846148466,-97.54300357509237,Taco Place
2925,Azle,32.8955475,-97.5392304,Bealls,32.89366991093999,-97.53954453183427,Department Store
2926,Azle,32.8955475,-97.5392304,Murphy USA,32.9011207,-97.5458948,Gas Station
2927,Azle,32.8955475,-97.5392304,Albertsons,32.9017102,-97.5445359,Grocery Store
2928,Azle,32.8955475,-97.5392304,SONIC Drive In,32.9065346221953,-97.5443029766864,Fast Food Restaurant
2929,Azle,32.8955475,-97.5392304,Anytime Fitness,32.89382,-97.53868,Gym / Fitness Center
2930,Azle,32.8955475,-97.5392304,Augie's Sunset Cafe,32.87222775371952,-97.49707143562136,Bar
2931,Azle,32.8955475,-97.5392304,Eagle Mountain Park,32.935287,-97.480176,Park
2932,Azle,32.8955475,-97.5392304,Dollar General,32.89823816448009,-97.54670324349517,Discount Store
2933,Azle,32.8955475,-97.5392304,Azle Central Park,32.89473732637336,-97.5477771140847,Park
2934,Azle,32.8955475,-97.5392304,Mark Dean's BBQ,32.89108817550068,-97.53908986400882,BBQ Joint
2935,Azle,32.8955475,-97.5392304,Walmart Pharmacy,32.90411631119883,-97.5461314949292,Pharmacy
2936,Azle,32.8955475,-97.5392304,Subway,32.90961066702737,-97.54400765793218,Sandwich Place
2937,Azle,32.8955475,-97.5392304,Subway,32.90465115720666,-97.54557649077728,Sandwich Place
2938,Azle,32.8955475,-97.5392304,Little Caesars Pizza,32.90820075459837,-97.5431306657037,Pizza Place
2939,Azle,32.8955475,-97.5392304,Redbox,32.900101,-97.544698,Video Store
2940,Azle,32.8955475,-97.5392304,Domino's Pizza,32.90292276639779,-97.54317439625993,Pizza Place
2941,Azle,32.8955475,-97.5392304,Sears Hometown Store,32.8904856,-97.5390457,Electronics Store
2942,Azle,32.8955475,-97.5392304,Dairy Queen,32.89797817803917,-97.54394888851238,Fast Food Restaurant
2943,Azle,32.8955475,-97.5392304,Pizza Hut,32.89835174491609,-97.5453000469451,Pizza Place
2944,Azle,32.8955475,-97.5392304,Azle Cafe,32.91359331924341,-97.54364881935382,Burger Joint
2945,Azle,32.8955475,-97.5392304,Corner Store,32.900950313642475,-97.54411564634323,Convenience Store
2946,Azle,32.8955475,-97.5392304,Dollar General,32.937126835373896,-97.54319960654476,Discount Store
2947,Azle,32.8955475,-97.5392304,Walgreens,32.90336416609089,-97.54425280889336,Pharmacy
2948,Azle,32.8955475,-97.5392304,El Gran Torito's,32.940146482890604,-97.54404112138396,Mexican Restaurant
2949,Azle,32.8955475,-97.5392304,Shady Grove Park,32.90799506740954,-97.53144338539177,Park
2950,Azle,32.8955475,-97.5392304,Dollar General,32.87453635941767,-97.5891681872248,Discount Store
2951,Azle,32.8955475,-97.5392304,Pelican Bay Kwik Stop,32.927912,-97.523649,Fast Food Restaurant
2952,Azle,32.8955475,-97.5392304,Lakeworth Dam,32.86912844234455,-97.49697432484247,Harbor / Marina
2953,Azle,32.8955475,-97.5392304,Outlaw Choppers,32.84390190195014,-97.54350041212462,Motorcycle Shop
2954,Azle,32.8955475,-97.5392304,Lakeview Marina,32.94842262401103,-97.5086530557183,Harbor / Marina
2955,Azle,32.8955475,-97.5392304,The Golf Course At The Resort,32.95264102934429,-97.48771360016514,Golf Course
2956,Azle,32.8955475,-97.5392304,Flying Oaks Airport 2TE2,32.829085096210655,-97.53601874266116,Airport
2957,Azle,32.8955475,-97.5392304,A&M Gardens,32.96261218,-97.516917,Garden
2958,Azle,32.8955475,-97.5392304,Kelsay Kleaning Company,32.83241202033704,-97.57660096387553,Home Service
2959,Azle,32.8955475,-97.5392304,Lake Country Marina,32.8922459476538,-97.4548618183527,Harbor / Marina
2960,Bedford,32.8458375,-97.1350762,Ron's Corner Tavern,32.83772277485221,-97.13847586375883,Bar
2961,Bedford,32.8458375,-97.1350762,Family Video,32.84415486977393,-97.14243031266513,Video Store
2962,Bedford,32.8458375,-97.1350762,Jibaritos Puerto Rican and International Cusine,32.85184065877829,-97.13290135258764,Latin American Restaurant
2963,Bedford,32.8458375,-97.1350762,Hanami Sushi Teppan Bar,32.837674549459294,-97.13631481051455,Japanese Restaurant
2964,Bedford,32.8458375,-97.1350762,Twisted Root Burger Co.,32.851485180261236,-97.13133247074326,American Restaurant
2965,Bedford,32.8458375,-97.1350762,Bedford Boys Ranch,32.84867604198502,-97.14678867555284,Park
2966,Bedford,32.8458375,-97.1350762,Pappadeaux Seafood Kitchen,32.83776,-97.13136,Seafood Restaurant
2967,Bedford,32.8458375,-97.1350762,MK's Sushi,32.83601641903925,-97.1309294952773,Sushi Restaurant
2968,Bedford,32.8458375,-97.1350762,QuikTrip,32.841460753259014,-97.13365446978709,Convenience Store
2969,Bedford,32.8458375,-97.1350762,Whataburger,32.8366568283414,-97.11809952557189,Burger Joint
2970,Bedford,32.8458375,-97.1350762,Bedford Snoball,32.82238947543737,-97.13122905860641,Dessert Shop
2971,Bedford,32.8458375,-97.1350762,Turning Point Brewery,32.83498162474964,-97.16243200225298,Brewery
2972,Bedford,32.8458375,-97.1350762,"iLoveKickboxing - Bedford, TX",32.8650982,-97.1078534,Gym
2973,Bedford,32.8458375,-97.1350762,Cats unlimited,32.852663805397235,-97.15958621370096,Pet Store
2974,Bedford,32.8458375,-97.1350762,Kid to Kid,32.834319113580094,-97.13265930928499,Kids Store
2975,Bedford,32.8458375,-97.1350762,On The Border Mexican Grill & Cantina,32.83547793867585,-97.12861955165857,Mexican Restaurant
2976,Bedford,32.8458375,-97.1350762,Rosako's Soul Food & BBQ,32.851760332269464,-97.15993213816004,Fast Food Restaurant
2977,Bedford,32.8458375,-97.1350762,Burger Box,32.85106375238038,-97.10036846433809,American Restaurant
2978,Bedford,32.8458375,-97.1350762,Al-Wadi Cafe,32.850805354325395,-97.15985765659167,Greek Restaurant
2979,Bedford,32.8458375,-97.1350762,Starbucks,32.83608471211599,-97.13228801120492,Coffee Shop
2980,Bedford,32.8458375,-97.1350762,Adam Smith's Texas Harley-Davidson,32.838941919723986,-97.13606736655349,Motorcycle Shop
2981,Bedford,32.8458375,-97.1350762,Movie Tavern,32.8351095,-97.1320041,Multiplex
2982,Bedford,32.8458375,-97.1350762,Fred's Downtown Philly,32.84334665197261,-97.10000353099785,Sandwich Place
2983,Bedford,32.8458375,-97.1350762,Pho V Noodle House & Sushi,32.85096613331787,-97.10947016014373,Asian Restaurant
2984,Bedford,32.8458375,-97.1350762,WhirlyBall/LaserWhirld of HEB,32.85143399695795,-97.16823535790843,Laser Tag
2985,Bedford,32.8458375,-97.1350762,Old West Cafe,32.85359118501161,-97.10839169290504,Breakfast Spot
2986,Bedford,32.8458375,-97.1350762,El Paisa,32.852334568861714,-97.12001789916332,Mexican Restaurant
2987,Bedford,32.8458375,-97.1350762,Goody Goody Liquor,32.878456241231945,-97.15705489888,Liquor Store
2988,Bedford,32.8458375,-97.1350762,Starbucks,32.83694571519208,-97.09813856128676,Coffee Shop
2989,Bedford,32.8458375,-97.1350762,Texas Roadhouse,32.854102,-97.110507,Steakhouse
2990,Bedford,32.8458375,-97.1350762,Bedford Farmers Market,32.852228268826806,-97.15965345964986,Farmers Market
2991,Bedford,32.8458375,-97.1350762,Mexican Inn Cafe,32.8372068,-97.1487258,Mexican Restaurant
2992,Bedford,32.8458375,-97.1350762,Chisholm Park,32.85825461561642,-97.172857217148,Park
2993,Bedford,32.8458375,-97.1350762,Rita's Italian Ice & Frozen Custard,32.84267018922325,-97.10012671073764,Ice Cream Shop
2994,Bedford,32.8458375,-97.1350762,Thai Thip,32.84745365908346,-97.17678208513719,Thai Restaurant
2995,Bedford,32.8458375,-97.1350762,Texas Star Golf Course,32.81493714082704,-97.10981780844308,Golf Course
2996,Bedford,32.8458375,-97.1350762,Med Spa & Nail,32.86566643719465,-97.10808957847223,Nail Salon
2997,Bedford,32.8458375,-97.1350762,Dr. Pepper Star Center,32.82127917567176,-97.10725950660036,Hockey Rink
2998,Bedford,32.8458375,-97.1350762,Yichiban buffet,32.8359908,-97.10176919999999,Asian Restaurant
2999,Bedford,32.8458375,-97.1350762,Ahoyama Sushi,32.86882220417541,-97.17067667694411,Sushi Restaurant
3000,Bedford,32.8458375,-97.1350762,Sprouts Farmers Market,32.86922932062107,-97.17197477817541,Discount Store
3001,Bedford,32.8458375,-97.1350762,Fuzzy's Taco Shop,32.826495,-97.104703,Mexican Restaurant
3002,Bedford,32.8458375,-97.1350762,Cafe Medi,32.8657601443174,-97.17448684786487,Mediterranean Restaurant
3003,Bedford,32.8458375,-97.1350762,Texas Star Bakery,32.84694148965941,-97.17759576342819,Bakery
3004,Bedford,32.8458375,-97.1350762,Hurst Recreation Center,32.821861394229124,-97.17568740194709,Gym / Fitness Center
3005,Bedford,32.8458375,-97.1350762,QuikTrip,32.85243393675037,-97.09941979133113,Convenience Store
3006,Bedford,32.8458375,-97.1350762,Life Time Fitness,32.887914,-97.148201,Gym
3007,Bedford,32.8458375,-97.1350762,Artisan Center Theater,32.81186906267661,-97.15595117780224,Theater
3008,Bedford,32.8458375,-97.1350762,Bacon's,32.86112094301092,-97.18091319882461,Breakfast Spot
